participant	image	question_type	number_of_fixations	saccade_len_m	saccade_len_std	aoi_shift	first_time_on_task	fixation_task_ratio	title_ratio	legend_ratio	axis_ratio	mark_ratio	revisit_freq_title	revisit_freq_legend	revisit_freq_axis	revisit_freq_mark	scanpath_str
25	economist_daily_chart_85	A	101	339.643	242.826	40	5	0.0297	0.2277	0.0	0.396	0.198	8	0	19	13	MAMZMAAAMTAAAAZZMATTATTTTTTTAAAMZAMAATZAAATAZMMZAAAAZZMZAATTAAZMMAATAAMZAZZATTTTTTTTZAAZZMMMMZMAAMAAM
25	economist_daily_chart_392	A	101	214.469	191.952	29	2	0.1683	0.4158	0.0	0.3762	0.0594	11	0	12	6	MTTTTZZZTTTTTZTTZAAAAAAATTTTTTATATTTZAMAAAAAATTZTZMAAAZAAAZTAAAAAMATAAAMTTATTAAAAATTZAMZTZTTTZZTTTTTT
25	economist_daily_chart_35	B	101	328.598	265.991	49	66	0.0495	0.1881	0.099	0.2475	0.3267	13	6	13	17	MTZTMMALLTLLLMMAAAAMATTTLMLTTAZZTMAAMAAAMTMZTZMZTMMMAATTLLMZMMZTTAMMMMAAMMMTAAMMZZAAAZZTAAMMTALZMMMMZ
25	economist_daily_chart_165	B	101	227.058	201.191	37	56	0.0099	0.495	0.1386	0.1584	0.0891	13	11	8	5	MZTTTTTALTTZAMZMTLTZTTTTTTTTTZTZTZLTTLLTLLTLTTTTTTZTTTTLMMMAAAALZTLTATAALLMZZTZTTTTTTTTTTTAATAMMAAAAL
25	economist_daily_chart_85	B	101	339.643	242.826	40	66	0.0396	0.2277	0.0	0.396	0.198	8	0	19	13	MAMZMAAAMTAAAAZZMATTATTTTTTTAAAMZAMAATZAAATAZMMZAAAAZZMZAATTAAZMMAATAAMZAZZATTTTTTTTZAAZZMMMMZMAAMAAM
25	economist_daily_chart_392	B	101	214.469	191.952	29	17	0.0891	0.4158	0.0	0.3762	0.0594	11	0	12	6	MTTTTZZZTTTTTZTTZAAAAAAATTTTTTATATTTZAMAAAAAATTZTZMAAAZAAAZTAAAAAMATAAAMTTATTAAAAATTZAMZTZTTTZZTTTTTT
25	economist_daily_chart_35	C	101	328.598	265.991	49	-1	0.0	0.1881	0.099	0.2475	0.3267	13	6	13	17	MTZTMMALLTLLLMMAAAAMATTTLMLTTAZZTMAAMAAAMTMZTZMZTMMMAATTLLMZMMZTTAMMMMAAMMMTAAMMZZAAAZZTAAMMTALZMMMMZ
25	economist_daily_chart_165	C	101	227.058	201.191	37	34	0.0297	0.495	0.1386	0.1584	0.0891	13	11	8	5	MZTTTTTALTTZAMZMTLTZTTTTTTTTTZTZTZLTTLLTLLTLTTTTTTZTTTTLMMMAAAALZTLTATAALLMZZTZTTTTTTTTTTTAATAMMAAAAL
25	economist_daily_chart_85	C	101	339.643	242.826	40	-1	0.0	0.2277	0.0	0.396	0.198	8	0	19	13	MAMZMAAAMTAAAAZZMATTATTTTTTTAAAMZAMAATZAAATAZMMZAAAAZZMZAATTAAZMMAATAAMZAZZATTTTTTTTZAAZZMMMMZMAAMAAM
25	economist_daily_chart_392	C	101	214.469	191.952	29	-1	0.0	0.4158	0.0	0.3762	0.0594	11	0	12	6	MTTTTZZZTTTTTZTTZAAAAAAATTTTTTATATTTZAMAAAAAATTZTZMAAAZAAAZTAAAAAMATAAAMTTATTAAAAATTZAMZTZTTTZZTTTTTT
26	economist_daily_chart_35	A	101	332.916	199.228	44	8	0.0198	0.1584	0.0693	0.297	0.2673	9	7	13	15	MMLTAAMATTLZTLZAAMAAZMAMMMMZTLMAZAMLZMAATAAAAAAAAATTZTZTTTMAZAMAAAMAATZZMZMZTZZMLTTLZMZMMMMMZMMZAZMAZ
26	economist_daily_chart_165	A	101	278.813	240.763	43	2	0.1386	0.297	0.0297	0.3366	0.1584	16	3	16	8	MATZAZTZTMAATTTZTTZMTAZZTTAAMMMMMMAATTATTTLAATATLMAAAAZAAZAAZTATTTTZMAZATTTZAAAAZAAZZMMMMTAMTAATZALZT
26	economist_daily_chart_85	A	101	328.933	287.907	31	70	0.0198	0.2673	0.0	0.3366	0.2178	6	0	14	11	MAAAZMTTTZTTTTTTZTTTTZTTTTAZAZMMZMAAAAZAMMMZMAZTTATTMAAZAAATMZZAMAAAMZAATTTZZAAAAMMMMZMAATTAAMZAMMMAA
26	economist_daily_chart_392	A	101	185.742	168.774	25	5	0.2178	0.4455	0.0	0.2277	0.0792	11	0	10	4	MAAATTTTTZAZTZAAAMMTZTTATMMMMTTTZTTTZTZTAAZZTZTZTTTAZAAAAATTZATZAAAZTAATMATTZTTTTTTTTTTTZZZTTZTZZZZTZ
26	economist_daily_chart_35	B	101	332.916	199.228	44	19	0.0297	0.1584	0.0693	0.297	0.2673	9	7	13	15	MMLTAAMATTLZTLZAAMAAZMAMMMMZTLMAZAMLZMAATAAAAAAAAATTZTZTTTMAZAMAAAMAATZZMZMZTZZMLTTLZMZMMMMMZMMZAZMAZ
26	economist_daily_chart_165	B	101	278.813	240.763	43	35	0.0495	0.297	0.0297	0.3366	0.1584	16	3	16	8	MATZAZTZTMAATTTZTTZMTAZZTTAAMMMMMMAATTATTTLAATATLMAAAAZAAZAAZTATTTTZMAZATTTZAAAAZAAZZMMMMTAMTAATZALZT
26	economist_daily_chart_85	B	101	328.933	287.907	31	26	0.0495	0.2673	0.0	0.3366	0.2178	6	0	14	11	MAAAZMTTTZTTTTTTZTTTTZTTTTAZAZMMZMAAAAZAMMMZMAZTTATTMAAZAAATMZZAMAAAMZAATTTZZAAAAMMMMZMAATTAAMZAMMMAA
26	economist_daily_chart_392	B	101	185.742	168.774	25	3	0.0693	0.4455	0.0	0.2277	0.0792	11	0	10	4	MAAATTTTTZAZTZAAAMMTZTTATMMMMTTTZTTTZTZTAAZZTZTZTTTAZAAAAATTZATZAAAZTAATMATTZTTTTTTTTTTTZZZTTZTZZZZTZ
26	economist_daily_chart_35	C	101	332.916	199.228	44	-1	0.0	0.1584	0.0693	0.297	0.2673	9	7	13	15	MMLTAAMATTLZTLZAAMAAZMAMMMMZTLMAZAMLZMAATAAAAAAAAATTZTZTTTMAZAMAAAMAATZZMZMZTZZMLTTLZMZMMMMMZMMZAZMAZ
26	economist_daily_chart_165	C	101	278.813	240.763	43	-1	0.0	0.297	0.0297	0.3366	0.1584	16	3	16	8	MATZAZTZTMAATTTZTTZMTAZZTTAAMMMMMMAATTATTTLAATATLMAAAAZAAZAAZTATTTTZMAZATTTZAAAAZAAZZMMMMTAMTAATZALZT
26	economist_daily_chart_85	C	101	328.933	287.907	31	37	0.0198	0.2673	0.0	0.3366	0.2178	6	0	14	11	MAAAZMTTTZTTTTTTZTTTTZTTTTAZAZMMZMAAAAZAMMMZMAZTTATTMAAZAAATMZZAMAAAMZAATTTZZAAAAMMMMZMAATTAAMZAMMMAA
26	economist_daily_chart_392	C	101	185.742	168.774	25	-1	0.0	0.4455	0.0	0.2277	0.0792	11	0	10	4	MAAATTTTTZAZTZAAAMMTZTTATMMMMTTTZTTTZTZTAAZZTZTZTTTAZAAAAATTZATZAAAZTAATMATTZTTTTTTTTTTTZZZTTZTZZZZTZ
8	economist_daily_chart_35	A	101	311.161	250.492	50	16	0.0198	0.1089	0.0792	0.2673	0.3366	6	8	16	20	MMZTMZAAAMAMATTTLTZZAATTTTMAMMMMMLMAAAAAZZMLMZAAMMMLAAMZZAMMAMAMMLZMMMZMMTAAAMLZZZZZZMMAMLALAMZTAZZMZ
8	economist_daily_chart_165	A	101	295.33	244.276	42	2	0.1683	0.3564	0.1584	0.2178	0.099	13	10	11	8	MLTTTZTTLZLLMAATAAATTTAZTLMTAMAZMLTTTTAZAAALLMAMMZMTZTLTLZLTTAAZZAZTZLAZAZTTLLATTTTTTTTTTTTAAAZLLTZZM
8	economist_daily_chart_85	A	101	331.522	284.063	36	6	0.0396	0.396	0.0	0.3168	0.1584	12	0	15	9	MAMZZAATTTTTATAZMAAATTTTTTTTTTATTMTTTAZAAAAATAAZMZZMMMMAAMATTTAAAATTTTMZMAAZMMMZZTTTTTZTTAATAATTZMAAT
8	economist_daily_chart_392	A	101	230.131	213.992	28	7	0.1485	0.3564	0.0	0.3663	0.099	10	0	12	6	MMMATTZTTZZTTTTTZTTZTTTTAAATZZZZZTAAMTTTATTZZZZMAAAAAATTMMMAAZATTTAAAAAZTAATAAAAAAAAATTTAAMTTTTAZMAZA
8	economist_daily_chart_35	B	101	311.161	250.492	50	1	0.0297	0.1089	0.0792	0.2673	0.3366	6	8	16	20	MMZTMZAAAMAMATTTLTZZAATTTTMAMMMMMLMAAAAAZZMLMZAAMMMLAAMZZAMMAMAMMLZMMMZMMTAAAMLZZZZZZMMAMLALAMZTAZZMZ
8	economist_daily_chart_165	B	101	295.33	244.276	42	42	0.0396	0.3564	0.1584	0.2178	0.099	13	10	11	8	MLTTTZTTLZLLMAATAAATTTAZTLMTAMAZMLTTTTAZAAALLMAMMZMTZTLTLZLTTAAZZAZTZLAZAZTTLLATTTTTTTTTTTTAAAZLLTZZM
8	economist_daily_chart_85	B	101	331.522	284.063	36	37	0.0198	0.396	0.0	0.3168	0.1584	12	0	15	9	MAMZZAATTTTTATAZMAAATTTTTTTTTTATTMTTTAZAAAAATAAZMZZMMMMAAMATTTAAAATTTTMZMAAZMMMZZTTTTTZTTAATAATTZMAAT
8	economist_daily_chart_392	B	101	230.131	213.992	28	24	0.099	0.3564	0.0	0.3663	0.099	10	0	12	6	MMMATTZTTZZTTTTTZTTZTTTTAAATZZZZZTAAMTTTATTZZZZMAAAAAATTMMMAAZATTTAAAAAZTAATAAAAAAAAATTTAAMTTTTAZMAZA
8	economist_daily_chart_35	C	101	311.161	250.492	50	-1	0.0	0.1089	0.0792	0.2673	0.3366	6	8	16	20	MMZTMZAAAMAMATTTLTZZAATTTTMAMMMMMLMAAAAAZZMLMZAAMMMLAAMZZAMMAMAMMLZMMMZMMTAAAMLZZZZZZMMAMLALAMZTAZZMZ
8	economist_daily_chart_165	C	101	295.33	244.276	42	11	0.0396	0.3564	0.1584	0.2178	0.099	13	10	11	8	MLTTTZTTLZLLMAATAAATTTAZTLMTAMAZMLTTTTAZAAALLMAMMZMTZTLTLZLTTAAZZAZTZLAZAZTTLLATTTTTTTTTTTTAAAZLLTZZM
8	economist_daily_chart_85	C	101	331.522	284.063	36	-1	0.0	0.396	0.0	0.3168	0.1584	12	0	15	9	MAMZZAATTTTTATAZMAAATTTTTTTTTTATTMTTTAZAAAAATAAZMZZMMMMAAMATTTAAAATTTTMZMAAZMMMZZTTTTTZTTAATAATTZMAAT
8	economist_daily_chart_392	C	101	230.131	213.992	28	39	0.0099	0.3564	0.0	0.3663	0.099	10	0	12	6	MMMATTZTTZZTTTTTZTTZTTTTAAATZZZZZTAAMTTTATTZZZZMAAAAAATTMMMAAZATTTAAAAAZTAATAAAAAAAAATTTAAMTTTTAZMAZA
16	economist_daily_chart_35	A	101	297.404	243.397	37	5	0.0693	0.2079	0.0594	0.2475	0.2772	7	4	14	12	MMMAZAZAMLAAAMAATTTTZZMZMMMMTZATLLAAAAMZZZLZZLZALZTTTTTZZTTTTAZMATMAMAMMMAAAAZTTZTZAZMMMMMMMMTTMAMZMA
16	economist_daily_chart_165	A	101	265.617	214.245	49	3	0.1782	0.3564	0.1287	0.2475	0.0891	14	12	15	8	MALTATLTZLTTTLAMAAATAMZAAMZZTTTTZTTTTTLZTTLZTTMAAAATATTLAMZTTZAAAAALALMZAZZLZZZTTMMZLLTZTTATTTTTTAZLA
16	economist_daily_chart_85	A	101	292.594	248.831	33	40	0.0198	0.297	0.0	0.3267	0.1683	12	0	14	7	MMTTTTAAZZTTTTTTTTAZMMZAAAMTAAAATAAMZZAATTMMZZZZMMATATTAZZATTZAZAAATTAAAZTTZTTAAAZMMMMMMAATTMAZZZZAAT
16	economist_daily_chart_392	A	101	232.664	213.479	28	7	0.1485	0.297	0.0	0.495	0.0396	12	0	13	3	MMAMAAATAAAATZATATZAAAZTTTTTTZTTZZTTTTTTTTZAAAAZAAATTAAAMZZTZAZAZTAAATTAAAAATTZAZAAAAAAAAAAZTAAAAAZAT
16	economist_daily_chart_35	B	101	297.404	243.397	37	11	0.0495	0.2079	0.0594	0.2475	0.2772	7	4	14	12	MMMAZAZAMLAAAMAATTTTZZMZMMMMTZATLLAAAAMZZZLZZLZALZTTTTTZZTTTTAZMATMAMAMMMAAAAZTTZTZAZMMMMMMMMTTMAMZMA
16	economist_daily_chart_165	B	101	265.617	214.245	49	20	0.0396	0.3564	0.1287	0.2475	0.0891	14	12	15	8	MALTATLTZLTTTLAMAAATAMZAAMZZTTTTZTTTTTLZTTLZTTMAAAATATTLAMZTTZAAAAALALMZAZZLZZZTTMMZLLTZTTATTTTTTAZLA
16	economist_daily_chart_85	B	101	292.594	248.831	33	7	0.0594	0.297	0.0	0.3267	0.1683	12	0	14	7	MMTTTTAAZZTTTTTTTTAZMMZAAAMTAAAATAAMZZAATTMMZZZZMMATATTAZZATTZAZAAATTAAAZTTZTTAAAZMMMMMMAATTMAZZZZAAT
16	economist_daily_chart_392	B	101	232.664	213.479	28	2	0.099	0.297	0.0	0.495	0.0396	12	0	13	3	MMAMAAATAAAATZATATZAAAZTTTTTTZTTZZTTTTTTTTZAAAAZAAATTAAAMZZTZAZAZTAAATTAAAAATTZAZAAAAAAAAAAZTAAAAAZAT
16	economist_daily_chart_35	C	101	297.404	243.397	37	-1	0.0	0.2079	0.0594	0.2475	0.2772	7	4	14	12	MMMAZAZAMLAAAMAATTTTZZMZMMMMTZATLLAAAAMZZZLZZLZALZTTTTTZZTTTTAZMATMAMAMMMAAAAZTTZTZAZMMMMMMMMTTMAMZMA
16	economist_daily_chart_165	C	101	265.617	214.245	49	35	0.0198	0.3564	0.1287	0.2475	0.0891	14	12	15	8	MALTATLTZLTTTLAMAAATAMZAAMZZTTTTZTTTTTLZTTLZTTMAAAATATTLAMZTTZAAAAALALMZAZZLZZZTTMMZLLTZTTATTTTTTAZLA
16	economist_daily_chart_85	C	101	292.594	248.831	33	6	0.0099	0.297	0.0	0.3267	0.1683	12	0	14	7	MMTTTTAAZZTTTTTTTTAZMMZAAAMTAAAATAAMZZAATTMMZZZZMMATATTAZZATTZAZAAATTAAAZTTZTTAAAZMMMMMMAATTMAZZZZAAT
16	economist_daily_chart_392	C	101	232.664	213.479	28	-1	0.0	0.297	0.0	0.495	0.0396	12	0	13	3	MMAMAAATAAAATZATATZAAAZTTTTTTZTTZZTTTTTTTTZAAAAZAAATTAAAMZZTZAZAZTAAATTAAAAATTZAZAAAAAAAAAAZTAAAAAZAT
2	economist_daily_chart_35	A	101	319.561	230.245	49	53	0.0099	0.2475	0.0495	0.1683	0.3465	13	4	11	21	MMLMZMMMMMMTMMAMAMMTTTMTTTTZZZMZMMAMZTZTTTZAAATTLZLTMATZMZTTLMTTTZMZAZZZZMMAAMAAMTMMMAAMTLTMAMZTZMAAM
2	economist_daily_chart_165	A	101	265.562	217.396	46	3	0.3168	0.5149	0.0792	0.198	0.0891	15	8	14	9	MLZTTAAMATTLATTZZMAATTMAMAATZLAMATTTTTTTTZZTTTMZTTAAATTTAMTTTZTAAZTZLATLAMZATLTTLTLTTTTTTZTTTTTTTTTTT
2	economist_daily_chart_85	A	101	278.29	249.663	33	51	0.0396	0.3465	0.0	0.3762	0.1584	8	0	15	10	MMAZTZTTZTTTZTTTTTAAMATTTTTTTZMMMMAAATAAAAZAAMTTTTTTTTAZTTAAAAAAMZAAMMAAAAMZAZAMATTAAATAZMAAATTTAAZMM
2	economist_daily_chart_392	A	101	159.814	183.021	20	2	0.3366	0.5446	0.0	0.1584	0.0495	7	0	8	5	MZTZTTTTTTTTZZTTTTTZTTTTTTTTTZZTTTZTTTTTTTTZZZTZZTTTTZZAAZTMAAZZZTZTTAAAAAAZTAMATZAMTTTTTTTTZTAMZAATZ
2	economist_daily_chart_35	B	101	319.561	230.245	49	1	0.0297	0.2475	0.0495	0.1683	0.3465	13	4	11	21	MMLMZMMMMMMTMMAMAMMTTTMTTTTZZZMZMMAMZTZTTTZAAATTLZLTMATZMZTTLMTTTZMZAZZZZMMAAMAAMTMMMAAMTLTMAMZTZMAAM
2	economist_daily_chart_165	B	101	265.562	217.396	46	26	0.0198	0.5149	0.0792	0.198	0.0891	15	8	14	9	MLZTTAAMATTLATTZZMAATTMAMAATZLAMATTTTTTTTZZTTTMZTTAAATTTAMTTTZTAAZTZLATLAMZATLTTLTLTTTTTTZTTTTTTTTTTT
2	economist_daily_chart_85	B	101	278.29	249.663	33	11	0.0198	0.3465	0.0	0.3762	0.1584	8	0	15	10	MMAZTZTTZTTTZTTTTTAAMATTTTTTTZMMMMAAATAAAAZAAMTTTTTTTTAZTTAAAAAAMZAAMMAAAAMZAZAMATTAAATAZMAAATTTAAZMM
2	economist_daily_chart_392	B	101	159.814	183.021	20	-1	0.0	0.5446	0.0	0.1584	0.0495	7	0	8	5	MZTZTTTTTTTTZZTTTTTZTTTTTTTTTZZTTTZTTTTTTTTZZZTZZTTTTZZAAZTMAAZZZTZTTAAAAAAZTAMATZAMTTTTTTTTZTAMZAATZ
2	economist_daily_chart_35	C	101	319.561	230.245	49	-1	0.0	0.2475	0.0495	0.1683	0.3465	13	4	11	21	MMLMZMMMMMMTMMAMAMMTTTMTTTTZZZMZMMAMZTZTTTZAAATTLZLTMATZMZTTLMTTTZMZAZZZZMMAAMAAMTMMMAAMTLTMAMZTZMAAM
2	economist_daily_chart_165	C	101	265.562	217.396	46	1	0.0297	0.5149	0.0792	0.198	0.0891	15	8	14	9	MLZTTAAMATTLATTZZMAATTMAMAATZLAMATTTTTTTTZZTTTMZTTAAATTTAMTTTZTAAZTZLATLAMZATLTTLTLTTTTTTZTTTTTTTTTTT
2	economist_daily_chart_85	C	101	278.29	249.663	33	-1	0.0	0.3465	0.0	0.3762	0.1584	8	0	15	10	MMAZTZTTZTTTZTTTTTAAMATTTTTTTZMMMMAAATAAAAZAAMTTTTTTTTAZTTAAAAAAMZAAMMAAAAMZAZAMATTAAATAZMAAATTTAAZMM
2	economist_daily_chart_392	C	101	159.814	183.021	20	-1	0.0	0.5446	0.0	0.1584	0.0495	7	0	8	5	MZTZTTTTTTTTZZTTTTTZTTTTTTTTTZZTTTZTTTTTTTTZZZTZZTTTTZZAAZTMAAZZZTZTTAAAAAAZTAMATZAMTTTTTTTTZTAMZAATZ
14	economist_daily_chart_35	A	101	256.072	234.854	33	14	0.0693	0.2079	0.0594	0.1386	0.2178	7	5	10	11	MAMAZTTTAAMMMMLZMZAAZZMMMAZMTTTZZZZZZZZZZZZZZZZZZZZZZZZMLZTTTATTAAATTTTMMALTTMMMMAZMMMZLTTTZTLLZAMZZZ
14	economist_daily_chart_165	A	101	265.884	211.37	42	4	0.2475	0.3663	0.1287	0.198	0.1386	13	9	10	10	MMLLTZZTTTTLZTTZTTZLAAAMAMZALLLTMMMZAMAALTTTTTAZAATTAAMTTTMZAZAAATLLTMLTTTZTZTTTMMAZATTTLTTLTZTZZZMAT
14	economist_daily_chart_85	A	101	315.294	228.076	34	17	0.0495	0.1782	0.0	0.495	0.1683	10	0	15	9	MMATTAAZAAMTTTAMAAZZMZAATTTAAZAAATTAZZMMATAAAAATAAAAZAZTTZAAAMMMTTMAAAAATAAAAAAATAZAZMZZZAAAAAAMMMZMM
14	economist_daily_chart_392	A	101	205.72	203.01	17	10	0.297	0.495	0.0	0.2871	0.0792	7	0	7	3	MAMMMMMATTTTAAATZZAAAAZTTTAAAATTTTTTTTTTTAAZZAZAATZZZMMZTTAAAAAAAAAAATTTTTTTTTTZTTTTTTTTTTTTZTTZTZTTT
14	economist_daily_chart_35	B	101	256.072	234.854	33	18	0.0396	0.2079	0.0594	0.1386	0.2178	7	5	10	11	MAMAZTTTAAMMMMLZMZAAZZMMMAZMTTTZZZZZZZZZZZZZZZZZZZZZZZZMLZTTTATTAAATTTTMMALTTMMMMAZMMMZLTTTZTLLZAMZZZ
14	economist_daily_chart_165	B	101	265.884	211.37	42	56	0.0198	0.3663	0.1287	0.198	0.1386	13	9	10	10	MMLLTZZTTTTLZTTZTTZLAAAMAMZALLLTMMMZAMAALTTTTTAZAATTAAMTTTMZAZAAATLLTMLTTTZTZTTTMMAZATTTLTTLTZTZZZMAT
14	economist_daily_chart_85	B	101	315.294	228.076	34	33	0.0297	0.1782	0.0	0.495	0.1683	10	0	15	9	MMATTAAZAAMTTTAMAAZZMZAATTTAAZAAATTAZZMMATAAAAATAAAAZAZTTZAAAMMMTTMAAAAATAAAAAAATAZAZMZZZAAAAAAMMMZMM
14	economist_daily_chart_392	B	101	205.72	203.01	17	4	0.0495	0.495	0.0	0.2871	0.0792	7	0	7	3	MAMMMMMATTTTAAATZZAAAAZTTTAAAATTTTTTTTTTTAAZZAZAATZZZMMZTTAAAAAAAAAAATTTTTTTTTTZTTTTTTTTTTTTZTTZTZTTT
14	economist_daily_chart_35	C	101	256.072	234.854	33	-1	0.0	0.2079	0.0594	0.1386	0.2178	7	5	10	11	MAMAZTTTAAMMMMLZMZAAZZMMMAZMTTTZZZZZZZZZZZZZZZZZZZZZZZZMLZTTTATTAAATTTTMMALTTMMMMAZMMMZLTTTZTLLZAMZZZ
14	economist_daily_chart_165	C	101	265.884	211.37	42	2	0.0198	0.3663	0.1287	0.198	0.1386	13	9	10	10	MMLLTZZTTTTLZTTZTTZLAAAMAMZALLLTMMMZAMAALTTTTTAZAATTAAMTTTMZAZAAATLLTMLTTTZTZTTTMMAZATTTLTTLTZTZZZMAT
14	economist_daily_chart_85	C	101	315.294	228.076	34	-1	0.0	0.1782	0.0	0.495	0.1683	10	0	15	9	MMATTAAZAAMTTTAMAAZZMZAATTTAAZAAATTAZZMMATAAAAATAAAAZAZTTZAAAMMMTTMAAAAATAAAAAAATAZAZMZZZAAAAAAMMMZMM
14	economist_daily_chart_392	C	101	205.72	203.01	17	-1	0.0	0.495	0.0	0.2871	0.0792	7	0	7	3	MAMMMMMATTTTAAATZZAAAAZTTTAAAATTTTTTTTTTTAAZZAZAATZZZMMZTTAAAAAAAAAAATTTTTTTTTTZTTTTTTTTTTTTZTTZTZTTT
6	economist_daily_chart_35	A	101	330.03	271.556	35	33	0.0495	0.1386	0.0693	0.2376	0.297	8	3	11	13	MMMMAAMMAMAZTZTAAAATTTTTTZZZZMAAAAMAAZZLLLLMZAMAZZLAAATZMMMTZMMZMZTAAZMZMMMTZZMMZZTAAZALLZZMMMTMMZZMM
6	economist_daily_chart_165	A	101	219.349	195.183	33	1	0.2574	0.4455	0.1089	0.1683	0.1188	9	8	8	8	MTTLLAALZTTLLTTTTTTTTTZTLZZTTTTTTTTAAMMZMZAAMTTTZTMMAZZTTTTTTZLZAAMTLMTAAAAMZALLMMTTTTTTZTTTZTZTLZAAA
6	economist_daily_chart_85	A	101	262.382	230.103	37	43	0.0396	0.3861	0.0	0.396	0.1188	12	0	17	8	MAAMAAAZATTMMMATTTATAATAMMTZAAZTZTTTTTZTTTTTATTTTAAAAAAATTTAZAMZATTAAAMAMAATTAATTMZZMAAAAZTTTTTTTAAAA
6	economist_daily_chart_392	A	101	206.993	193.326	26	4	0.2673	0.3663	0.0	0.4356	0.0594	10	0	12	4	MMAZTTZAMAAAZATAAATAAAAAATTZAAAATMTZTTTTAAAAAAAAAAZTTAAZATTTTAMMAAAAAZTTZTTZTZTZTTTTZTTTTTTTAAAATTAAZ
6	economist_daily_chart_35	B	101	330.03	271.556	35	30	0.0297	0.1386	0.0693	0.2376	0.297	8	3	11	13	MMMMAAMMAMAZTZTAAAATTTTTTZZZZMAAAAMAAZZLLLLMZAMAZZLAAATZMMMTZMMZMZTAAZMZMMMTZZMMZZTAAZALLZZMMMTMMZZMM
6	economist_daily_chart_165	B	101	219.349	195.183	33	-1	0.0	0.4455	0.1089	0.1683	0.1188	9	8	8	8	MTTLLAALZTTLLTTTTTTTTTZTLZZTTTTTTTTAAMMZMZAAMTTTZTMMAZZTTTTTTZLZAAMTLMTAAAAMZALLMMTTTTTTZTTTZTZTLZAAA
6	economist_daily_chart_85	B	101	262.382	230.103	37	42	0.0693	0.3861	0.0	0.396	0.1188	12	0	17	8	MAAMAAAZATTMMMATTTATAATAMMTZAAZTZTTTTTZTTTTTATTTTAAAAAAATTTAZAMZATTAAAMAMAATTAATTMZZMAAAAZTTTTTTTAAAA
6	economist_daily_chart_392	B	101	206.993	193.326	26	15	0.1089	0.3663	0.0	0.4356	0.0594	10	0	12	4	MMAZTTZAMAAAZATAAATAAAAAATTZAAAATMTZTTTTAAAAAAAAAAZTTAAZATTTTAMMAAAAAZTTZTTZTZTZTTTTZTTTTTTTAAAATTAAZ
6	economist_daily_chart_35	C	101	330.03	271.556	35	-1	0.0	0.1386	0.0693	0.2376	0.297	8	3	11	13	MMMMAAMMAMAZTZTAAAATTTTTTZZZZMAAAAMAAZZLLLLMZAMAZZLAAATZMMMTZMMZMZTAAZMZMMMTZZMMZZTAAZALLZZMMMTMMZZMM
6	economist_daily_chart_165	C	101	219.349	195.183	33	16	0.0297	0.4455	0.1089	0.1683	0.1188	9	8	8	8	MTTLLAALZTTLLTTTTTTTTTZTLZZTTTTTTTTAAMMZMZAAMTTTZTMMAZZTTTTTTZLZAAMTLMTAAAAMZALLMMTTTTTTZTTTZTZTLZAAA
6	economist_daily_chart_85	C	101	262.382	230.103	37	-1	0.0	0.3861	0.0	0.396	0.1188	12	0	17	8	MAAMAAAZATTMMMATTTATAATAMMTZAAZTZTTTTTZTTTTTATTTTAAAAAAATTTAZAMZATTAAAMAMAATTAATTMZZMAAAAZTTTTTTTAAAA
6	economist_daily_chart_392	C	101	206.993	193.326	26	96	0.0099	0.3663	0.0	0.4356	0.0594	10	0	12	4	MMAZTTZAMAAAZATAAATAAAAAATTZAAAATMTZTTTTAAAAAAAAAAZTTAAZATTTTAMMAAAAAZTTZTTZTZTZTTTTZTTTTTTTAAAATTAAZ
46	economist_daily_chart_35	A	101	310.452	232.84	33	8	0.0396	0.2178	0.0693	0.1188	0.297	11	5	7	10	MMLTZZZZLLZZZTTMAMZMMMMZZMAAMMMTTTTATAMTMMZZTTTLLZZMAAATTZZZMMZZMZMMMMMMMZTTLTTTZZTLZAAAZMMZTZZZMMAZT
46	economist_daily_chart_165	A	101	299.91	237.375	44	14	0.2079	0.4059	0.1188	0.1683	0.1188	14	9	14	7	MLTLZMMMZMZAZTLZMZMMLTLLMAAMATTTTTZATZAZMAALZZLZAZTTZLLTTAATTTATATTTTTATZTTZMATZTLATLZATTZTTTTTTTTTTT
46	economist_daily_chart_85	A	101	281.74	267.834	33	4	0.0297	0.4851	0.0	0.2673	0.1287	12	0	11	10	MATTTMAAAAAZAAATTTZTMMZAAZTTTATTTTTTTTATMAAATAAAATTTTTZMTTTTTTTTTTTMTTTZTTTMZZTTTMTTAAZMAAMMZZMATZTAA
46	economist_daily_chart_392	A	101	220.572	188.83	22	2	0.3168	0.495	0.0	0.3069	0.0495	8	0	9	5	MZTZTTAAAAAMTTZTTZTTTZZTTZTTTTTTTTTTTTTTTTTZTAAAMAATTTTTZTAAAAAAAAAZZTAMTAAZMAATTAAAAAATZZTATZTTTTTTT
46	economist_daily_chart_35	B	101	310.452	232.84	33	-1	0.0	0.2178	0.0693	0.1188	0.297	11	5	7	10	MMLTZZZZLLZZZTTMAMZMMMMZZMAAMMMTTTTATAMTMMZZTTTLLZZMAAATTZZZMMZZMZMMMMMMMZTTLTTTZZTLZAAAZMMZTZZZMMAZT
46	economist_daily_chart_165	B	101	299.91	237.375	44	2	0.0198	0.4059	0.1188	0.1683	0.1188	14	9	14	7	MLTLZMMMZMZAZTLZMZMMLTLLMAAMATTTTTZATZAZMAALZZLZAZTTZLLTTAATTTATATTTTTATZTTZMATZTLATLZATTZTTTTTTTTTTT
